id ,Title,Authors
ind0295,"Thinking Broad, Acting Fast: Latent Reasoning Distillation from Multi-Perspective Chain-of-Thought for E-Commerce Relevance",Baopu Qiu:Alibaba International Digital Commerce Group;Hao Chen:Alibaba International Digital Commerce Group;Yuanrong Wu:Zhejiang University;Changtong Zan:Alibaba International Digital Commerce Group;Chao Wei:Alibaba International Digital Commerce Group;Weiru Zhang:Alibaba International Digital Commerce Group;Xiaoyi Zeng:Alibaba International Digital Commerce Group
ind0316,From Modularity to Unity: Towards Industrial-Scale Generative Recommendation,Xiaofeng Liu:JD.com;Wenliang Li:JD.com;Tao Yu:JD.com;Guanliang Song:JD.com;Zhen Chen:JD.com;Jing Zhou:JD.com;Dongyue Wang:JD.com;Xiwei Zhao:JD.com;Sulong Xu:JD.com
ind0320,Multilingual Reference Need Assessment System for Wikipedia,"Aitolkyn Baigutanova:Korea Advanced Institute of Science & Technology;Francisco Navas:Wikimedia;Pablo Aragon:Wikimedia Foundation;Mykola Trokhymovych:Universitat Pompeu Fabra;Muniza Aslam:Independent;Ai-Jou Chou:Product & Technology, Wikimedia;Miriam Redi:King's College London,University of London;Diego Saez Trumper:Wikimedia"
ind0322,Enhancing Ride-Hailing Forecasting at DiDi with Multi-View Geospatial Representation Learning from the Web,Xixuan Hao:The Hong Kong University of Science and Technology (Guangzhou);Guicheng Li:China University of Geoscience (Wuhan);Daiqiang Wu:Didichuxing Co. Ltd;Xusen Guo:The Hong Kong University of Science and Technology (Guangzhou);Yumeng Zhu:Didichuxing Co. Ltd;Zhichao Zou:Didichuxing Co. Ltd;Peng Zhen:Didichuxing Co. Ltd;Yao Yao:China University of Geoscience (Wuhan);Yuxuan Liang:The Hong Kong University of Science and Technology (Guangzhou)
ind0324,Unbiased Multimodal Reranking for Long-Tail Short-Video Search,"Wenyi Xu:Zhejiang University,Kuaishou Technology;Feiran Zhu:Kuaishou Technology;Songyang Li:Kuaishou Technology;Renzhe Zhou:Kuaishou Technology;Chao Zhang:Kuaishou Technology;ChengLei Dai:Kuaishou Technology;Yuren Mao:Zhejiang University;Yunjun Gao:Zhejiang University;Yi Zhang:Kuaishou Technology"
ind0325,From Reasoning LLMs to BERT: A Two-Stage Distillation Framework for Search Relevance,Runze Xia:Meituan;Yupeng Ji:Meituan;Yuxi Zhou:Meituan;Haodong Liu:Meituan;Teng Zhang:Meituan;Piji Li:Researcher
ind0331,GRADE: Personalized Multi-Task Fusion via Group-Relative Reinforcement Learning with Adaptive Dirichlet Exploration,Tingfeng Hong:Kuaishou Technology;Pingye Ren:Kuaishou Technology;Xinlong Xiao:Kuaishou Technology;Chao Wang:Kuaishou Technology;Chenyi Lei:Kuaishou Technology;Wenwu Ou:Kuaishou Technology;Han Li:Kuaishou Technology
ind0338,Visual Content Moderation in Messaging Systems,"Maria Ljubičić:Infobip,Graz University of Technology;Emanuel Lacić:Infobip;Denis Helić:Graz University of Technology"
ind0363,DG-MCTS: Dual-Guidance Monte Carlo Tree Search for Adaptive Emotional Support Dialogue Planning,"Benshuo Lin:South China Normal University;Jiayu Ding:South China Normal University;Yuelei Li:Chongqing Samin Consumer Finance Co., Ltd.;Peng Wu:Chongqing Samin Consumer Finance Co., Ltd.;Yun Xue:South China Normal University;Yiping Song:National University of Defense Technology"
ind0369,LaV-CoT: Language-Aware Visual CoT with Multi-Aspect Reward Optimization for Multilingual Text-Centric VQA,"Jing Huang:Ant Digital Technologies, Ant Group;Zhiya Tan:College of Computing and Data Science, Nanyang Technological University,Ant Digital Technologies, Ant Group;Shutao Gong:Ant Digital Technologies, Ant Group;Fanwei Zeng:Ant Digital Technologies, Ant Group;Joey Tianyi Zhou:CFAR, Agency for Science, Technology and Research,IHPC, Agency for Science, Technology and Research;Changtao Miao:Ant Group;Huazhe Tan:Ant Digital Technologies, Ant Group;Weibin Yao:Ant Digital Technologies, Ant Group;Jianshu Li:Ant Digital Technologies, Ant Group"
ind0371,A Creator-Aware Recommendation System for Content Platforms,Wenjing Li:Shanghai Jiao Tong University;Jiang Rong:Xiaohongshu;Yao Hu:Xiaohongshu;Zhenzhe Zheng:Shanghai Jiao Tong University;Fan Wu:Shanghai Jiao Tong University
ind0374,FishFlow: A LLM-Empowered Dynamic Pricing Framework for Online Fleamarket Platform,"Kakam Chong:Tsinghua University;Xu Yan:Alibaba Group;Shuai Xiao:Alibaba Group;Ming Chen:Alibaba Group, Alibaba Group;Chen Ju:Alibaba Group;Fei Huang:Alibaba Group;Yuantao Gu:Tsinghua University;Shuguang Han:Alibaba Group;Jufeng Chen:Alibaba Group"
ind0381,Improving Multi Task Recommendations via Cross User Learning with a Hybrid Pointwise and Pairwise Ranking Loss,Abhinav Naikawadi:Pinterest Inc.;Hedi Xia:Pinterest Inc.;Dafang He:Pinterest Inc.;Yichu Zhou:Pinterest Inc.;Xue Xia:Pinterest Inc.;Piyush Maheshwari:Pinterest Inc.;Bella Huang:Pinterest Inc.;Bowen Deng:Pinterest Inc.;James Li:Pinterest Inc.;Dhruvil Deven Badani:Pinterest Inc.;Yijie Dylan Wang:Pinterest Inc.
