id ,Track,Title,Authors
rfp1661,Security and Privacy,The Promise vs. Reality of NFT Decentralization: An Empirical Study of Storage Strategies and Defects,"Yufang Wu, Siwen Chen, Chao Li, Yuan Weng and Wei Wang"
rfp1669,Security and Privacy,WebGeoInfer: Structure-Free Multi-Stage Framework for Geolocation Inference from Exposed Device Web Interfaces,"Huipeng Yang, Li Yang, Lu Zhou, Lichuan Ma, Xinyue Wang,
Junbo Jia and Anyuan Sang"
rfp1683,Security and Privacy,ICL-EVADER: Zero-Query Black-Box Evasion Attacks on In-Context Learning and Their Defenses,"Ningyuan He, Ronghong Huang, Qianqian Tang, Hongyu Wang,
Xianghang Mi and Shanqing Guo"
rfp1704,Security and Privacy,PWAVEP: Purifying Imperceptible Adversarial Perturbations in 3D Point Clouds via Spectral Graph Wavelets,"Li Haoran, Renyang Liu, Hongjia Liu, Chen Wang, Long Yin
and Jian Xu"
rfp1736,Security and Privacy,Federated Latent Factor Learning for Privacy-Preserving Spatio-Temporal Signal Recovery,"Chengjun Yu, Di Wu, Yi He, Jia Chen and Xin Luo"
rfp1898,Security and Privacy,Zelda: Feedback-driven Closed-box Fuzzing for Identifying Web Application Vulnerabilities,"Soyoung Lee, Sunnyeo Park, Yonghwi Kwon and Sooel Son"
rfp1906,Security and Privacy,Proteus: Towards Accurate and Low-overhead In-Network Malicious Traffic Detection,"Longlong Zhu, Linying Zheng, Qing Shu, Zedi Chen, Jiashuo
Yu, Yuhan Wu, Shaopeng Zhou, Hongyan Liu, Dong Zhang,
Chunming Wu and Xiang Chen"
rfp1913,Security and Privacy,Re-understanding Graph Unlearning through Memorization,"Pengfei Ding, Yan Wang and Guanfeng Liu"
rfp1965,Security and Privacy,Mitigating Cumulative Privacy Risk in Continual Information Sharing: A Dynamic Stackelberg Game Approach,"Yuzi Yi, Weixuan Wang, Yehong Luo, Jinqiao Shi and Jiwei
Huang"
rfp2026,Security and Privacy,Unveiling the Resilience of LLM-Enhanced Search Engines against Black-Hat SEO Manipulation,"Pei Chen, Geng Hong, Xinyi Wu, Mengying Wu, Zixuan Zhu,
Mingxuan Liu, Baojun Liu, Mi Zhang and Min Yang"
rfp2037,Security and Privacy,Beyond Detection: Autonomous Anomaly Remediation for MCP Against Tool Poisoning Attacks,"Zhiqiang Wang, Guanquan Shi, Yanting Wang, Yichao Gao,
Hongsen Lang, Yunhao Yao, Haohua Du and Xiang-Yang Li"
rfp2060,Security and Privacy,On the Effectiveness of Mempool-based Transaction Auditing,Jannik Albrecht and Ghassan Karame
rfp2061,Security and Privacy,Tracking the Stray Sheep: Understanding DNS Response Manipulation in the Wild,"Wenhao Wu, Zhaohua Wang, Zihan Li, Qinxin Li, Yiming Xia,
Chuan Gao, Guangxing Zhang and Zhenyu Li"
rfp2081,Security and Privacy,"Too Much Sharing, Too Little Security: Authentication Cookie Theft At Scale",Tobias Gattermayer and Haya Schulmann
rfp2082,Security and Privacy,Forge: A Robust Multi-tab Website Fingerprinting Attack via Blind Source Separation,"Yitan Huang, Wei Qiao, Ding Wang, Meng Shen, Di Zhao, Linxu
Li, Susu Cui, Bo Jiang, Zhigang Lu and Baoxu Liu"
rfp2092,Security and Privacy,HiFi-WF: Toward Realistic Website Fingerprinting with Multi-tab and Subpage Recognition,"Songyang Wu, Chuan Ma, Ming Ding, Long Yuan, Biwen Chen,
Yuwen Qian and Tao Xiang"
rfp2143,Security and Privacy,DIARY: Differentially Private Recovery with Adaptive Privacy Budgets in Federated Unlearning,"Hengzhi Wang, Lu Dai, Xianliang Zhang, Haoran Chen,
Juncheng Hu and Kun Yang"
rfp2147,Security and Privacy,ShadowClone: Scalable Decentralized Identity with Cross-Domain Anonymity and Accountable Traceability,"Yizhong Liu, Zedan Zhao, Boyu Zhao, Na Wang, Haojun Tan and
Jianwei Liu"
rfp2197,Security and Privacy,FalconScope: Effective and Efficient Detection of Hidden Web Interfaces in IoT Devices,"Jiaming Guo, Haoran Yang, Kuihao Yan, Jiekang Hu, Xiaoqi
Jia, Haichao Du and Qihang Zhou"
rfp2253,Security and Privacy,The Asymmetric Vulnerability: Bypassing LLM Defenses via Guardrail-Model Mismatch,"Junyi Wang, Zhibin Zhu and Chuanyi Liu"
rfp2261,Security and Privacy,Bento: Fine-Grained Memory Isolation for COTS WebAssembly Binaries,Oussama Draissi and Lucas Davi
rfp2265,Security and Privacy,DeepUL: Deep Unlearning via Model Sparsity,"Zhigao Zheng, Kai Yin, Yaowen Kuang, Tao Wang, Yahong Chen,
Shihong Yao and Hao Huang"
rfp2358,Security and Privacy,DSSmoothing: Toward Certified Dataset Ownership Verification for Pre-trained Language Models via Dual-Space Smoothing,"Ting Qiao, Xing Liu, Wenke Huang, Jianbin Li, Zhaoxin Fan
and Yiming Li"
rfp2360,Security and Privacy,ARuleCon: Agentic Security Rule Conversion,"Ming Xu, Hongtai Wang, Yanpei Guo, Zhengmin Yu, Weili Han,
Hoon Wei Lim, Jin Song Dong and Jiaheng Zhang"
rfp2405,Security and Privacy,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,Yang Feng and Xudong Pan
rfp2429,Security and Privacy,Anti-Phishing Training (Still) Does Not Work: A Reproduction of Phishing Training Inefficacy Grounded in the NIST Phish Scale,Andrew Rozema and James Davis
rfp2489,Security and Privacy,Real or Rogue? Detecting Malicious Miniapps with Deceptive Reporting Interface,Yuqing Yang and Zhiqiang Lin
rfp2521,Security and Privacy,Reliable Non-Leveled Homomorphic Encryption for Web Services,Baigang Chen and Dongfang Zhao
rfp2624,Security and Privacy,Towards Robust Detection of Chinese Toxic Variants via Dynamic Knowledge Graph–LLM Reasoning,"Shaochen Yang, Kefei Zhou and Wei Xu"
rfp2726,Security and Privacy,Acting Flatterers via LLMs Sycophancy: Combating Clickbait with LLMs Opposing-Stance Reasoning,"Chaowei Zhang, Xiansheng Luo, Zewei Zhang, Yi Zhu, Jipeng
Qiang and Longwei Wang"
rfp2749,Security and Privacy,DeepSVU: Towards In-depth Security-oriented Video Understanding via Unified Physical-world Regularized MoE,"Yujie Jin, Wenxin Zhang, Jingjing Wang and Guodong Zhou"
rfp2788,Security and Privacy,Greedy Attack: Breaking Finality against VeChain Proof-of-Authority Consensus Protocol,"Rujia Li, Qin Wang, Haochen Wang, Xueqian Lu and Sisi Duan"
rfp2818,Security and Privacy,SPCA: Stream Parser Confusion Attack for Web Application Firewall Evasion in HTTP/2,"Kyungrok Choi, Woonghee Lee and Junbeom Hur"
rfp2840,Security and Privacy,Distribution-Aligned Synthetic Text Generation via Tail-Aware Enhancement,"Yuan Fan, Xiaoyuan Liu, Bo Liu, Wubing Wang, Jia Sun,
Wenzhi Chen, Huaikang Fang, Lifeng Tao and Fan Mo"
rfp2949,Security and Privacy,SemFuzz: A Semantics-Aware Fuzzing Framework for Network Protocol Implementations,"Yanbang Sun, Quan Luo, Yuelin Wang, Qian Chen, Benjin Liu,
Ruiqi Chen, Qing Huang, Xiaohong Li and Junjie Wang"
rfp2956,Security and Privacy,DRGW: Learning Disentangled Representations for Robust Graph Watermarking,"Jiasen Li, Yanwei Liu, Zhuoyi Shang, Xiaoyan Gu and Weiping
Wang"
rfp2992,Security and Privacy,PrivSniffer: Graph-based Contextual Privacy Leakage Detection for User-Generated Texts,"Hangyu Ye, Liyao Xiang, Naixuan Huang, Dongyue Yu, Lijun
Zhang and Gang Wang"
rfp3045,Security and Privacy,Does Ad-Free Mean Less Data Collection? An Empirical Study of Platform Data Practices and User Expectations,"Sepehr Mousavi, Abhisek Dash, Savvas Zannettou and Krishna
P. Gummadi"
rfp3050,Security and Privacy,Risk-free Selfish Mining in Hybrid Predictability Model. A Case Study on Polkadot’s NPoS,"Mingfei Zhang, Rujia Li, Xinyu Lei and Sisi Duan"
rfp3064,Security and Privacy,Sybil Attacks on Centrality Measures,Marcin Waniek
rfp3237,Security and Privacy,When Reasoning Leaks Membership: Membership Inference Attack on Black-box Large Reasoning Models,"Ruihan Hu, Yu-Ming Shang, Wei Luo, Ye Tao and Xi Zhang"
rfp3257,Security and Privacy,RoFiRe: Robust Website Fingerprinting on Real-World Tor Traffic via Improved Augmentation and Normalization,"Haeseung Jeon, Sujin Kim, Nate Mathews, Hosung Kang and Se
Eun Oh"
rfp3320,Security and Privacy,GIANT: Structure-Agnostic Practical Adversarial Attacks for Graph-based Network Intrusion Detection Systems,"Jianjin Zhao, Dongqi Han, Chao Ma, Qi Li, Zhiwei Cui,
Hongliang Zhu, Hua Zhang, Mingshu He, Yijun Lu, Jiong Dong,
Yuyin Ma and Meng Shen"
rfp3328,Security and Privacy,Beyond Denial-of-Service: The Puppeteer's Attack for Fine-Grained Control in Ranking-Based Federated Learning,"Zhihao Chen, Zirui Gong, Jianting Ning, Yanjun Zhang and
Leo Yu Zhang"
rfp3386,Security and Privacy,Balancing Privacy and Security of QNAME Minimisation,"Qinxin Li, Zhaohua Wang, Wenhao Wu, Zihan Li, Yiming Xia,
Chuan Gao and Zhenyu Li"
rfp3425,Security and Privacy,Do You Really Know What I Am Doing? Backdoor Attacks on Provenance-Based Intrusion Detection Systems,"Shaodi Xie, Wei Yuan, Haoyu Jiang, Zhu Gong, Haoran Wang,
Heng Li and Tiejun Wu"
rfp3447,Security and Privacy,Trust on Reload: Securing Browser-Based End-to-End Encryption,"Simon Schwarz, Florian Bauckholt and Leon Trampert"
rfp3464,Security and Privacy,Fast or Secure? Push the Limit of Privacy Leakage Threat via Charging Side-Channel Attacks,"Jiaxin Jiang, Xutong Zhang, Jiahao Li, Leqi Zhao, Zhengxin
Guo, Kaiyan Cui, Ming Gao, Jinsong Han and Fu Xiao"
rfp3504,Security and Privacy,Resisting Manipulative Bots in Meme Coin Copy Trading: A Multi-Agent Approach with Chain-of-Thought Reasoning,"Yichen Luo, Yebo Feng, Jiahua Xu and Yang Liu"
rfp3599,Security and Privacy,PeriNet: Periodic Deep Learning Framework for Modality-Agnostic Privacy Preserving,"Yan Zhang, Yihong Song, Manzhou Li, Qiushi Li, Qi Li and Ju
Ren"
rfp3717,Security and Privacy,Inferring Users’ Demographics and Sensitive Interests Using the Topics API,"Athicha Srivirote, Muhammad Abu Bakar Aziz, Jeffrey
Gleason, Desheng Hu and Christo Wilson"
rfp3755,Security and Privacy,CogAgent: Self-Evolving Cognitive Agents for Multi-Source Fraud Detection in Heterogeneous Financial Networks,"Qianyu Wang, Weiyou Tian, Rong Wang, Wei-Tek Tsai, Tianyu
Shi, Zhuang Liu and Tianze Xia"
rfp3759,Security and Privacy,JANUS: A Dual-Constraint Generative Framework for Stealthy Node Injection Attacks,"Jiahao Zhang, Xiaobing Pei, Zhaokun Zhong, Wenqiang Hao and
Zhenghao Tang"
rfp3783,Security and Privacy,The Algorithmic Self-Portrait:Deconstructing Memory in ChatGPT,"Abhisek Dash, Soumi Das, Elisabeth Kirsten, Qinyuan Wu, Sai
Keerthana Karnam, Krishna P. Gummadi, Thorsten Holz,
Muhammad Bilal Zafar and Savvas Zannettou"
rfp3911,Security and Privacy,Understanding Server-side Commercial Fingerprinting,"Elisa Luo, Tom Ritter, Stefan Savage and Geoffrey M Voelker"
rfp4197,Security and Privacy,Unequal Vulnerability: The Differential Impact of Label Flipping Attacks Across Classes,"Pinlong Zhao, Mengyang Li, Pengfei Jiao, Huijun Tang and Ou
Wu"
rfp4227,Security and Privacy,Evasion Under Blockchain Sanctions,"Endong Liu, Mark Ryan, Liyi Zhou and Pascal Berrang"
rfp4426,Security and Privacy,AdVersa: Adversarially-Robust and Practical Ad and Tracker Blocking in the Wild,"Chaejin Lim, Kiho Lee, Beomjin Jin, Heewon Baek and
Hyoungshick Kim"
rfp4474,Security and Privacy,Unveiling the Underground Phishing Ecosystem: A 12-Year Longitudinal Study of Deep and Dark Web Forums,"Dohee Kim, Zhao Hui, Doowon Kim and Sungjae Hwang"
rfp4558,Security and Privacy,YouChoose: A Lightweight Anonymous Proof of Account Ownership,"Aarav Varshney, Prashant Agrawal and Mahabir Prasad Jhanwar"
rfp0134,Semantics and Knowledge,Bridging Expert Reasoning and LLM Detection: A Knowledge-Driven Framework for Malicious Packages,"Wenbo Guo, Shiwen Song, Jiaxun Guo, Zhengzi Xu, Chengwei
Liu, Haoran Ou, Mengmeng Ge and Yang Liu"
rfp0153,Semantics and Knowledge,Multimodal Graph Conditioned Diffusion Model for Video Captioning,"Benhui Zhang, Junyu Gao and Yuan Yuan"
rfp0188,Semantics and Knowledge,HingeMem: Boundary Guided Long-Term Memory with Query Adaptive Retrieval for Scalable Dialogues,"Yijie Zhong, Yunfan Gao and Haofen Wang"
rfp0376,Semantics and Knowledge,Aligning Multiple Knowledge Graphs in A Single Pass,"Yaming Yang, Zhe Wang, Ziyu Guan, Wei Zhao, Weigang Lu,
Xinyan Huang, Jiangtao Cui and Xiaofei He"
rfp0524,Semantics and Knowledge,Unifying Deductive and Abductive Reasoning in Knowledge Graphs with Masked Diffusion Model,"Yisen Gao, Jiaxin Bai, Yi Huang, Xingcheng Fu, Qingyun Sun
and Yangqiu Song"
rfp0564,Semantics and Knowledge,LHG: LLM-enhanced and Heterogeneous Graph-induced for Unsupervised Social Event Detection,"Zitai Qiu, Rongwei Xu, Congbo Ma, Shan Xue, Jian Yang,
Guanfeng Liu, Quan Z. Sheng, Amin Beheshti and Jia Wu"
rfp0632,Semantics and Knowledge,Decoding Web Memorization: A Semantic Membership Inference Attack on LLMs,"Zhiyao Wu, Zi Liang and Haibo Hu"
rfp0685,Semantics and Knowledge,Are LLMs Stable Formal Logic Translators in Logical Reasoning Across Linguistically Diversified Texts?,"Qingchuan Li, Jiatong Li, Zirui Liu, Mingyue Cheng, Yitong
Zhou, Yuting Zeng, Qi Liu and Tongxuan Liu"
rfp0711,Semantics and Knowledge,DSTAG: A Semantic Tag-Enhanced Dual-Graph Convolutional Network for Temporal Knowledge Graph Completion,"Yuchao Zhang, Xiangjie Kong, Kailun Ye, Shangfei Zheng and
Guojiang Shen"
rfp0726,Semantics and Knowledge,Bridging Semantic Understanding and Popularity Bias with LLMs,"Renqiang Luo, Dong Zhang, Yupeng Gao, Wen Shi, Mingliang
Hou, Jiaying Liu, Zhe Wang and Shuo Yu"
rfp0857,Semantics and Knowledge,Plan Then Retrieve: Reinforcement Learning-Guided Complex Reasoning over Knowledge Graphs,"Yanlin Song, Ben Liu, Víctor Gutiérrez-Basulto, Zhiwei Hu,
Qianqian Xie, Min Peng, Sophia Ananiadou and Jeff Z. Pan"
rfp0955,Semantics and Knowledge,Multi-Granularity Multi-Modal Knowledge Graph Representation Learning via Subgraph-Aware Adaptive Fusion and Hierarchical Relation Modeling,"Peining Li, Meiyu Liang, Wei Huang, Junping Du, Zhe Xue,
Guanhua Ye, Wu Liu and Lei Shi"
rfp0991,Semantics and Knowledge,Matrix as Plan: Structured Logical Reasoning with Feedback-Driven Replanning,"Ke Chen, Jiandian Zeng, Zihao Peng, Guo Li, Guangxue Zhang
and Tian Wang"
rfp1144,Semantics and Knowledge,Simple-Sampling and Hard-Mixup with Prototypes to Rebalance Contrastive Learning for Text Classification,"Mengyu Li, Yonghao Liu, Fausto Giunchiglia, Ximing Li,
Xiaoyue Feng and Renchu Guan"
rfp1145,Semantics and Knowledge,Grasp: Refining Semantic Graphs into Purified Knowledge for Cross-Modal Communication,"Liang Chen, Xiaoding Wang, Limei Lin, Dajin Wang, Zhiquan
Liu and Jie Wu"
rfp1151,Semantics and Knowledge,CausalSKyHop: Knowledge-Aware Causal Explanation of Dynamic GNNs via Higher-Order Semantic Reasoning,"Jixuan Wu, Limei Lin, Xiaoding Wang, Kunpeng Xu and Jie Wu"
rfp1157,Semantics and Knowledge,Traceable Latent Variable Discovery Based on Multi-Agent Collaboration,"Huaming Du, Tao Hu, Yijie Huang, Yu Zhao, Guisong Liu, Tao
Gu, Gang Kou and Carl Yang"
rfp1188,Semantics and Knowledge,Conditional Diffusion Guided Knowledge Transfer for Multi-Domain Knowledge Graph Completion,"Jiawei Sheng, Taoyu Su, Xixun Lin, Xiaodong Li and Tingwen
Liu"
rfp1246,Semantics and Knowledge,DyLogNet: A Dynamic Multi-Relational Graph Framework for Log Anomaly Detection,"Xudong Zhao, Xiaolong Xu, Haolong Xiang, Tong Gao, Lianyong
Qi, Amin Beheshti, Xuyun Zhang and Wanchun Dou"
rfp1329,Semantics and Knowledge,Lifting Manifolds to Mitigate Pseudo-Alignment in LLM4TS,"Liangwei Nathan Zheng, Wenhao Liang, Wei Emma Zhang, Miao
Xu, Olaf Maennel and Weitong Chen"
rfp1398,Semantics and Knowledge,MePe: Rethinking Multimodal Chinese Idiom Reading Comprehension from a Metaphorical Perspective,"Tongguan Wang, Junkai Li, Feiyue Xue, Hui Liu, Dongyu Su,
Wangjun Huang and Ying Sha"
rfp1402,Semantics and Knowledge,PLIKD: Prompt Learning with Instance-aware Knowledge Distillation for Web-scale Semantic Image Classification,"Jianye Xie, Chunhua Hu, Lianyong Qi, Fan Wang, Xiaolong Xu,
Haolong Xiang, Xuyun Zhang, Shichao Pei, Amin Beheshti,
Wanchun Dou and Xiaokang Zhou"
rfp1508,Semantics and Knowledge,Dual History Enhancement with Hybrid Hypergraph-Graph Networks for Temporal Knowledge Graph Reasoning,"Kailun Ye, Xiangjie Kong, Yuchao Zhang, Xuan Wang, Linan
Zhu, Jiaxin Du, Guojiang Shen and Jianxin Li"
rfp1524,Semantics and Knowledge,GraphCogent: Mitigating LLMs' Working Memory Constraints via Multi-Agent Collaboration in Complex Graph Understanding,"Rongzheng Wang, Shuang Liang, Qizhi Chen, Yihong Huang,
Muquan Li, Yizhuo Ma, Dongyang Zhang, Ke Qin and Man-Fai
Leung"
rfp1651,Semantics and Knowledge,Neuro-Sym Supporter: A Thoughtful Emotion Support Agent Integrating Neural and Symbolic Policy Learning,"Minghui Ma, Bin Guo, Mengqi Chen, Jingqi Liu, Yasan Ding,
Yan Liu and Han Wang"
rfp1656,Semantics and Knowledge,LoSemB: Logic-Guided Semantic Bridging for Inductive Tool Retrieval,"Luyao Zhuang, Qinggang Zhang, Huachi Zhou, Yujing Zhang and
Xiao Huang"
rfp1751,Semantics and Knowledge,EMSEdit: Efficient Multi-Step Meta-Learning-based Model Editing,"Xiaopeng Li, Shasha Li, Xi Wang, Shezheng Song, Bin Ji,
Shangwen Wang, Jun Ma, Xiaodong Liu, Mina Liu and Jie Yu"
rfp1779,Semantics and Knowledge,When to Trust: A Causality-Aware Calibration Framework for Accurate Knowledge Graph Retrieval-Augmented Generation,"Jing Ren, Bowen Li, Ziqi Xu, Xikun Zhang, Haytham Fayek and
Xiaodong Li"
rfp1811,Semantics and Knowledge,Beyond Factual Queries: A Novel Predictive Retrieval-Augmented Generation,"Debo Cheng, Jianfeng Deng, Qingfeng Chen, Jinyi Jie and
Jiangzhang Gan"
rfp1818,Semantics and Knowledge,MMTableBench: A Multi-level Multimodal Benchmark for Reasoning and Layout Complexity in Table QA,"Xianjie Wu, Xiaohang Xu, Tingyu Jiang, Jian Yang, Di Liang,
Xianfu Cheng, Zhenhe Wu, Linzheng Chai, Wei Zhang, Jiaheng
Liu, Ge Zhang, Bob Simons, Tongliang Li and Zhoujun Li"
rfp1843,Semantics and Knowledge,Adaptive Task Balancing for Visual Instruction Tuning via Inter-Task Contribution and Intra-Task Difficulty,"Yanqi Dai, Yong Wang, Zebin You, Dong Jing, Xiangxiang Chu
and Zhiwu Lu"
rfp1899,Semantics and Knowledge,Generalized Incremental Learning under Concept Drift across Evolving Data Streams,"En Yu, Jie Lu and Guangquan Zhang"
rfp1900,Semantics and Knowledge,MARCH: Multi-Teacher Contrastive Hypergraph Distillation,"Rongwei Xu, Zitai Qiu, Pengfei Ding, Jia Wu, Yan Wang, Amin
Beheshti and Guanfeng Liu"
rfp1957,Semantics and Knowledge,Multimodal Trajectory Representation Learning for Travel Time Estimation,"Zhi Liu, Xuyuan Hu, Xiao Han, Zhehao Dai, Zhaolin Deng,
Guojiang Shen and Xiangjie Kong"
rfp1977,Semantics and Knowledge,STARK: Structure-Aware and Adaptive Representation Learning for Continual Knowledge Graph Embedding,Kyunghwan Lee and Dong-Wan Choi
rfp1994,Semantics and Knowledge,Large Language Model for OWL Proofs,"Hui Yang, Jiaoyan Chen and Uli Sattler"
rfp2018,Semantics and Knowledge,Unlearning of Knowledge Graph Embedding via Preference Optimization,"Jiajun Liu, Wenjun Ke, Peng Wang, Yao He, Ziyu Shang,
Guozheng Li, Zijie Xu and Ke Ji"
rfp2100,Semantics and Knowledge,Missingness-aware Federated Contrastive Learning on Semantic Graphs,"Shuo Yu, Zhuoyang Han, Guoqing Han, Tao Tang, Feng Ding and
Qiang Zhang"
rfp2161,Semantics and Knowledge,CASE: Conflict-assessed Knowledge-sensitive Neuron Tuning for Lifelong Model Editing,"Zhange Zhang, Yuqing Ma, Yulong Wang, Tianbo Wang, Jiakai
Wang, Simin Li and Xianglong Liu"
rfp2246,Semantics and Knowledge,ReaLM: Residual Quantization Bridges Knowledge Graph Embeddings and Large Language Models,"Wenbin Guo, Xin Wang, Jiaoyan Chen, Lingbing Guo, Zhao Li
and Zirui Chen"
rfp2275,Semantics and Knowledge,Adaptive Multi-Interaction Web Semantic Graph Representation,"Feng Ding, Tingting Wang, Ruolin Li, Ying Jin, Junxiang
Zhang, Shan Jin, Yicong Li and Xin Ye"
rfp2287,Semantics and Knowledge,Counterfactual Augmented Causal Reasoning for Aspect-Based Sentiment Analysis,"Yiming Wu, Liang Hu, Mingzhu Zhou, Tangwei Ye, Xuejie Yang,
Xun Yang, Zhongyuan Lai, Qi Zhang and Usman Naseem"
rfp2311,Semantics and Knowledge,Conditional Information Extraction with Diffusion Model on Fact-Condition Star Graph,"Yunxiao Yang, Jianting Chen, Xiaoying Gao, Zaiyuan Di and
Yang Xiang"
rfp2324,Semantics and Knowledge,RAIE:Region-Aware Incremental Preference Editing with LoRA for LLM-based Recommendation,"Jin Zeng, Yupeng Qi, Hui Li, Chengming Li, Ziyu Lyu, Lixin
Cui and Lu Bai"
rfp2337,Semantics and Knowledge,Enhancing Multi-Modal Entity Alignment via Multi-Grained Decision Fusion,"Yu Xing, Qizhuo Xie, You Lv, Ziyang Zhou, Qianzi Hou, Qing
Gu, Bin Chong and Tieke He"
rfp2375,Semantics and Knowledge,S-Path-RAG: Semantic-Aware Shortest-Path Retrieval Augmented Generation for Multi-Hop Knowledge Graph Question Answering,"Rong Fu, Yemin Wang, Tianxiang Xu, Yongtai Liu, Weizhi
Tang, Wangyu Wu, Xiaowen Ma and Simon Fong"
rfp2533,Semantics and Knowledge,Language Model Representations for Efficient Few-Shot Tabular Classification,"Inwon Kang, Parikshit Ram, Yi Zhou, Horst Samulowitz and
Oshani Seneviratne"
rfp2548,Semantics and Knowledge,Relation-Aware Multimodal Analogical Reasoning with Modality Fingerprints and Adaptive Gating,"Ruofan Wang, Zijian Huang, Qiqi Wang, Yuchen Su, Robert
Amor, Kaiqi Zhao and Meng-Fen Chiang"
rfp2632,Semantics and Knowledge,Harnessing LLM for Noise-Robust Cognitive Diagnosis in Web-Based Intelligent Education Systems,"Guixian Zhang, Guan Yuan, Ziqi Xu, Yanmei Zhang, Jing Ren,
Zhenyun Deng and Debo Cheng"
rfp2703,Semantics and Knowledge,DTransKT: A Dual Transferable Knowledge Tracing Framework for Cross-Disciplinary Self-Adaptation,"Kun Liang, Jiake Ge, Xin Wang and Yiying Zhang"
rfp2724,Semantics and Knowledge,DRMD: Explainable Depression Detection Based on Metaphorical Conceptual Mapping,"Dongyu Zhang, Wanqiu Liao, Weichen Hu and Hongfei Lin"
rfp2893,Semantics and Knowledge,Spectral Disentanglement and Enhancement: A Dual-domain Contrastive Framework for Representation Learning,"Jinjin Guo, Yexin Li, Zhichao Huang, Jun Fang, Zhiyuan Liu,
Chao Liu, Pengzhang Liu and Qixia Jiang"
rfp2908,Semantics and Knowledge,Towards Meta-Cognitive Knowledge Editing for Multimodal LLMs,"Zhaoyu Fan, Kaihang Pan, Mingze Zhou, Bosheng Qin, Juncheng
Li, Shengyu Zhang, Wenqiao Zhang, Siliang Tang, Fei Wu and
Yueting Zhuang"
rfp2914,Semantics and Knowledge,Verifiable Federated Representation Learning for Cross-domain Sequential Recommendation,"Tao Tang, Botao Liu, Ciyuan Peng, Ivan Lee and Xiangjie Kong"
rfp2915,Semantics and Knowledge,Kleene Closure Property Path Query Optimization  Based on Node Clustered Index,"Tenglong Ren, Lulu Yang, Xiaowang Zhang and Zhiyong Feng"
rfp3003,Semantics and Knowledge,How Human Experts Educate Specialized LLMs: Filling Knowledge Gaps in KG-Augmented Generation through Hallucination Detection,"Chaofan Li, Lixing Chen, Junhua Tang, Yang Bai, Yutong
Zhang, Zhi Zheng, Pan Zhou and Zhe Qu"
rfp3005,Semantics and Knowledge,AgentPRM: Process Reward Models for LLM Agents via Step-Wise Promise and Progress,"Zhiheng Xi, Chenyang Liao, Guanyu Li, Zhihao Zhang,
Wenxiang Chen, Binghai Wang, Senjie Jin, Yuhao Zhou, Jian
Guan, Wei Wu, Tao Ji, Tao Gui, Qi Zhang and Xuanjing Huang"
rfp3136,Semantics and Knowledge,A Simplex Approach to Synthetic Knowledge Graph Generation,"Ana Alexandra Morim da Silva, Atul Bhopalsing Pundir,
Michael Röder and Axel-Cyrille Ngonga Ngomo"
rfp3141,Semantics and Knowledge,Detecting Miscitation on the Scholarly Web through LLM-Augmented Text-Rich Graph Learning,"Huidong Wu, Haojia Xiang, Jingtong Gao, Xiangyu Zhao,
Dengsheng Wu and Jianping Li"
rfp3199,Semantics and Knowledge,MemoTime: Memory-Augmented Temporal Knowledge Graph Enhanced Large Language Model Reasoning,"Xingyu Tan, Xiaoyang Wang, Qing Liu, Xiwei Xu, Xin Yuan,
Liming Zhu and Wenjie Zhang"
rfp3315,Semantics and Knowledge,DyMRL: Dynamic Multispace Representation Learning for Multimodal Event Forecasting in Knowledge Graph,"Feng Zhao, Kangzheng Liu, Teng Peng, Yu Yang and Guandong Xu"
rfp3329,Semantics and Knowledge,Empowering LLMs for Structure-Based Drug Design via Exploration-Augmented Latent Inference,"Xuanning Hu, Anchen Li, Qianli Xing, Jinglong Ji, Hao Tuo
and Bo Yang"
rfp3367,Semantics and Knowledge,PRoH: Dynamic Planning and Reasoning over Knowledge Hypergraphs for Retrieval-Augmented Generation,"Xiangjun Zai, Xingyu Tan, Xiaoyang Wang, Qing Liu, Xiwei Xu
and Wenjie Zhang"
rfp3389,Semantics and Knowledge,A Unified and Time-Efficient Multi-Agent Framework for Data Discovery,"Yunhao Xiao, Ying Wang, Michael Bewong, Selasi Kwashie,
Xiaoxia Li and Zaiwen Feng"
rfp3526,Semantics and Knowledge,Expectation-Guided Self-Verification for Aligning Large Reasoning Models with Domain Knowledge,"Han Zhang, Chen Zhao, Shasha Wang, Gang Chen and Chenghong
Zhang"
rfp3671,Semantics and Knowledge,KG-BiLM: Knowledge Graph Embedding via Bidirectional Language Models,"Zirui Chen, Xin Wang, Zhao Li, Wenbin Guo, Dongxiao He,
Yanbing Li and Wushour Silamu"
rfp3728,Semantics and Knowledge,Incentivizing Agentic Reasoning Capability with Outcome Supervision for Knowledge Base Question Answering,"Zhuo Chen, Fei Wang, Zixuan Li, Zhao Zhang, Weiwei Ding,
Chuanguang Yang, Yongjun Xu and Xiaolong Jin"
rfp3788,Semantics and Knowledge,A Unified Framework for Rule Learning: Integrating Commonsense Knowledge from LLMs with Structured Knowledge from Knowledge Graphs,"Qirui Hao, Kewei Cheng, Tongze Zhang, Hongyuan Liu, Junming
Shao and Carl Yang"
rfp3795,Semantics and Knowledge,TaxoBell: Gaussian Box Embeddings for Self-Supervised Taxonomy Expansion,"Sahil Mishra, Srinitish Srinivasan, Srikanta Bedathur and
Tanmoy Chakraborty"
