id ,Track,Title,Authors
rfp3839,Semantics and Knowledge,Learning to Route: A Rule-Driven Agent Framework for Hybrid-Source Retrieval-Augmented Generation,"Haoyue Bai, Haoyu Wang, Shengyu Chen, Zhengzhang Chen,
Lu-An Tang, Wei Cheng, Yanjie Fu and Haifeng Chen"
rfp3851,Semantics and Knowledge,MixRAG : Mixture-of-Experts Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering,"Lihui Liu, Jiayuan Ding, Subhabrata Mukherjee and Carl Yang"
rfp3901,Semantics and Knowledge,AdaQE-CG: Adaptive Query Expansion for Web-Scale Generative AI Model and Data Card Generation,"Haoxuan Zhang, Ruochi Li, Zhenni Liang, Sattari Mehri, Phat
Vo, Collin Qu, Ting Xiao, Junhua Ding, Yang Zhang and
Haihua Chen"
rfp4002,Semantics and Knowledge,Learning to Evolve: Bayesian-Guided Continual Knowledge Graph Embedding,"Linyu Li, Zhi Jin, Yuanpeng He, Dongming Jin, Yichi Zhang,
Haoran Duan, Xuan Zhang, Zhengwei Tao and Tashi Nyima"
rfp4030,Semantics and Knowledge,Dual-View Hypercube Alignment Framework for Open-World Entity Typing,"Hu Chen, Yu Zhu and Wei Shen"
rfp4039,Semantics and Knowledge,WiNELL: Wikipedia Never-Ending Updating with LLM Agents,"Revanth Gangi Reddy, Tanay Dixit, Jiaxin Qin, Cheng Qian,
Daniel Lee, Jiawei Han, Kevin Small, Xing Fan, Ruhi
Sarikaya and Heng Ji"
rfp4054,Semantics and Knowledge,Counterfactual Meta-task Augmentation for Few-shot Graph Node Classification,"Zhiqiang Wang, Jiaxin Zhang, Chenchao Zhang, Shiying Cheng,
Jianqing Liang and Peng Song"
rfp4128,Semantics and Knowledge,Node Role-Guided LLMs for Dynamic Graph Clustering,"Dongyuan Li, Ying Zhang, Yaozu Wu and Renhe Jiang"
rfp4268,Semantics and Knowledge,Towards Foundation Models for MMKG: Multi-Task Inductive Generalization via Task-Aware Routing,"Shundong Yang, Jing Yang, Xiaowen Jiang, Xiaofen Wang,
Laurence T. Yang, Yuan Gao, Xinfa Jiang, Jie Chen and
Chaojun Zhang"
rfp4371,Semantics and Knowledge,Knowledge-Enhanced Multimodal Fake News Detection: Semantic Visual and Priority Fusion,"Qin Zhang, Jiaying Liu, Qian Tao, Zhiwei Guo, Qiyue Zhong,
Yifan Zhang and Ziyan Huang"
rfp4498,Semantics and Knowledge,BLEND: Balanced and Leaf-Enhanced Dual Fine-Tuning for Taxonomy Completion,"Pankaj Iiitd, Dhruv Kumar, Vinayak Abrol and Vikram Goyal"
rfp4567,Semantics and Knowledge,"Beyond Single Pass, Looping Through Time: KG-IRAG with Iterative Knowledge Retrieval","Ruiyi Yang, Hao Xue, Imran Razzak and Flora D. Salim"
rfp0126,Social Networks and Social Media,Many Hands Make Light Work: Group-based Information Diffusion Prediction over Long-Context Cascades,"Zihan Feng, Yajun Yang, Xin Huang, Xin Wang, Hong Gao and
Qinghua Hu"
rfp0282,Social Networks and Social Media,Collusion-Aware Set-level Learning Framework for Detecting Spamming Activities,Yuli Liu
rfp0310,Social Networks and Social Media,"The Devil Within, The Cure Without: Securing Locally Private Graph Learning under Poisoning","Longzhu He, Peng Tang, Li Sun and Sen Su"
rfp0347,Social Networks and Social Media,Open or Blocked Skies? Community Moderation Practices in Bluesky,"Saidu Sokoto, Leonhard Balduf, Onur Ascigil, Gareth Tyson,
Ignacio Castro, Björn Scheuermann, Andrea Baronchelli and
Michał Król"
rfp0381,Social Networks and Social Media,H-NeiFi: Non-Invasive and Consensus-Efficient Multi-Agent Opinion Guidance,"Shijun Guo, Haoran Xu, Yaming Yang, Ziyu Guan, Wei Zhao,
Zhang Xinyi and Song Yishan"
rfp0570,Social Networks and Social Media,Effective and Unsupervised Social Event Detection and Evolution via RAG and Structural Entropy,"Qitong Liu, Hao Peng, Zuchen Li, Xihang Meng, Ziyu Yang,
Jiting Li, Li Sun and Philip Yu"
rfp0729,Social Networks and Social Media,FairGE: Fairness-Aware Graph Encoding in Incomplete Social Networks,"Renqiang Luo, Huafei Huang, Tao Tang, Jing Ren, Ziqi Xu,
Mingliang Hou, Enyan Dai and Feng Xia"
rfp0747,Social Networks and Social Media,Explaining Synergistic Effects in Social Recommendations,"Yicong Li, Shan Jin, Qi Liu, Shuo Wang, Jiaying Liu, Shuo
Yu, Qiang Zhang, Kuanjiu Zhou and Feng Xia"
rfp0920,Social Networks and Social Media,Graph Adversarial Defense via Hilbert-Schmidt Independence Criterion against Influence Maximization Attacks,"Yuxing Guo, Jianqing Liang, Kaixuan Yao, Zhihao Guo and
Jiye Liang"
rfp1085,Social Networks and Social Media,Multi-task Inference of Diffusion Networks,"Ting Gan, Kudereti Kuerban, Qian Yan, Ling Han, Zhigao
Zheng and Hao Huang"
rfp1127,Social Networks and Social Media,Social Event Prediction via Fourier Graph Learning,"Mingjie Qiu, Zhiyi Tan and Bing-Kun Bao"
rfp1133,Social Networks and Social Media,Towards Rare Social Event Prediction via Mediator Learning,"Mingjie Qiu, Zhiyi Tan and Bing-Kun Bao"
rfp1466,Social Networks and Social Media,Rhythm of Opinion: Interpretable Hawkes-Graph Networks for Hierarchical Opinion Propagation,"Yulong Li, Zhixiang Lu, Peixin Guo, Simin Lai, Yuxuan
Zhang, Haochen Xue, Xiwei Liu, Yichen Li, Zhaodong Wu,
Feilong Tang, Mian Zhou, Chong Li, Imran Razzak, Qingxia Li
and Jionglong Su"
rfp1934,Social Networks and Social Media,FS_GPlib: Breaking the Web-Scale Barrier — A Unified Acceleration Framework for Graph Propagation Models,"Chang Guo, Juyuan Zhang, Chang Su, Tianlong Fan and Linyuan
Lü"
rfp1982,Social Networks and Social Media,"Beyond Words: Enhancing Desire, Emotion, and Sentiment Recognition with Non-Verbal Cues","Wei Chen, Tongguan Wang, Feiyue Xue, Junkai Li, Hui Liu and
Ying Sha"
rfp2045,Social Networks and Social Media,Pattern-aware Illicit Account Detection based on User Behavior Sequences,"Zehao Wang, Lanjun Wang, Fuxia Guo and Yanjie Dong"
rfp2049,Social Networks and Social Media,Source Localization in Continuous-Time Propagation via Spectral ODE Modeling,"Dongpeng Hou, Yuchen Wang, Giulio Cimini, Roberto Benzi,
Huixiang Zhang, Zhen Wang and Chao Gao"
rfp2136,Social Networks and Social Media,TFWaveFormer: Temporal-Frequency Collaborative Multi-level Wavelet Transformer for Dynamic Link Prediction,"Hantong Feng, Yonggang Wu, Duxin Chen and Wenwu Yu"
rfp2272,Social Networks and Social Media,CIFAD: Causal-Invariant Subspace Learning for Few-Shot Anomaly Detection on Dynamic Relational Graphs,"Xiao Yu, Haolong Xiang, Xiaolong Xu, Qi Lianyong, Zhang
Xuyun, Fan Wei and Dou Wanchun"
rfp2316,Social Networks and Social Media,Fair k-Center Clustering on Massive Social Network Data Streams,"Longkun Guo, Chaoqi Jia and Chao Chen"
rfp2437,Social Networks and Social Media,How Social Media Peer Comments Influence Privacy Decisions in Photo Sharing: Context and Individual Differences Cause Comments to Backfire,"Tangila Islam Tanni, Renita Washburn, Yan Solihin and Mary
Jean Amon"
rfp2581,Social Networks and Social Media,Unmasking Bots in Higher Dimensions: Message Passing over Simplexes for Bot Detection,"Fangfang Li, Huihui Zhang, Xin Zhang and Wei Wu"
rfp2584,Social Networks and Social Media,Unicoon: Hypergraph-based Multi-Agent Simulation of Information Cocoons,"Chunyu Wei, Tu Yongsiqi and Yunhai Wang"
rfp2642,Social Networks and Social Media,Prism: Towards Lowering User Cognitive Load in LLMs via Complex Intent Understanding,"Zenghua Liao, Jinzhi Liao and Xiang Zhao"
rfp2669,Social Networks and Social Media,TGSBM: Transformer-Guided Stochastic Block Model for Link Prediction,"Zhejian Yang, Songwei Zhao, Zilin Zhao and Hechang Chen"
rfp2723,Social Networks and Social Media,LAPS: A Lightweight Privilege-Allocation Prompting Framework for Source Localization,"Hengrui Cui, Yang Fang, Yuehang Cao and Xiang Zhao"
rfp2962,Social Networks and Social Media,ContiGuard: A Framework for Continual Toxicity Detection Against Evolving Evasive Perturbations,"Hankun Kang, Xin Miao, Jianhao Chen, Jintao Wen, Mayi Xu,
Weiyu Zhang, Wenpeng Lu and Tieyun Qian"
rfp3028,Social Networks and Social Media,PolicySim: An LLM-Based Agent Social Simulation Sandbox for Proactive Policy Optimization,"Renhong Huang, Ning Tang, Jiarong Xu, Yuxuan Cao, Qingqian
Tu, Sheng Guo, Bo Zheng, Huiyuan Liu and Yang Yang"
rfp3159,Social Networks and Social Media,Securing Your Place in the Review Network: A Dynamic Embeddedness-aware Graph Neural Network for Restaurant Survival Prediction,"Yilong Zang, Hengyun Li, Xinbo Yu and Liangfei Qiu"
rfp3193,Social Networks and Social Media,Emergent Coordinated Behaviors in Networked LLM Agents: Modeling the Strategic Dynamics of Information Operations,"Gian Marco Orlando, Jinyi Ye, Valerio La Gatta, Mahdi
Saeedi, Vincenzo Moscato, Emilio Ferrara and Luca Luceri"
rfp3266,Social Networks and Social Media,From Social Media to Psychological Scale: An Adaptive Framework with Two-Hop Retrieval for Depression Screening,"Yangyang Xu, Jinpeng Hu, Peipei Song, Zhangling Duan and
Xun Yang"
rfp3570,Social Networks and Social Media,Playing Close to the Vest: Competitive Information Propagation in Partially Observed Dual-Population Mean-Field Games,"Dun Tan, Lixing Chen, Bo Zhang, Hongfu Liu, Hao Peng,
Shenghong Li, Yang Bai and Pan Zhou"
rfp3590,Social Networks and Social Media,Fairness in Opinion-Formation Dynamics,"Nikos Theologis, Evaggelia Pitoura, Evimaria Terzi and
Panayiotis Tsaparas"
rfp3643,Social Networks and Social Media,LLM-Driven Semantic ID for Information Diffusion Prediction,"Haoshuang Liu, Zihan Feng, Yajun Yang, Xin Wang, Hong Gao
and Qinghua Hu"
rfp3714,Social Networks and Social Media,"SoftHateBench: Evaluating Moderation Models Against Reasoning-Driven, Policy-Compliant Hostility","Xuanyu Su, Diana Inkpen and Nathalie Japkowicz"
rfp3715,Social Networks and Social Media,Tracing Belief-Driven Thoughts with Theory-of-Mind Agents: An Opinion Analysis Framework,"Jintao Wen, Yunfeng Ning, Hankun Kang, Xin Miao and Tieyun
Qian"
rfp3862,Social Networks and Social Media,DREAMS: A Social Exchange Theory-Informed Modeling of Misinformation Engagement on Social Media,Lin Tian and Marian-Andrei Rizoiu
rfp4070,Social Networks and Social Media,Cross-Platform Narrative Prediction: Leveraging Platform-Invariant Discourse Networks,"Patrick Gerard, Luca Luceri, Leonardo Blas and Emilio
Ferrara"
rfp4260,Social Networks and Social Media,"They Said Memes Were Harmless --- We Found the Ones That Hurt: Decoding Jokes, Symbols, and Cultural References","Sahil Tripathi, Gautam Siddharth Kashyap, Mehwish Nasim,
Jian Yang, Jiechao Gao and Usman Naseem"
rfp4425,Social Networks and Social Media,Relational Database Distillation: From Structured Tables to Condensed Graph Data,"Xinyi Gao, Jingxi Zhang, Lijian Chen, Tong Chen, Lizhen Cui
and Hongzhi Yin"
rfp4488,Social Networks and Social Media,LLMs Killed Q&A Stars? Analyzing the Impact of LLM-Generated Answers on an Online Q&A Platform,Dongwon Shin and Sooel Son
rfp4499,Social Networks and Social Media,DynaFLUX: Implicit Dynamics-Preserving Reinforcement Learning for Topology-Free Influence Maximization,"Daiyunke Zhang, Ting Deng, Tianchen Zhu, Shuai Ma, Daqing
Li, Mingtian Peng and Feng Tian"
rfp0028,"Systems and Infrastructure for Web, Mobile, and Web of Things",Smaller but Better: ​​Plasticity-Preserving Continual Learning for Embedded AI​,"Chenxin Mao, Haibo Liu, Zhenzhe Zheng, Fan Wu and Guihai
Chen"
rfp0042,"Systems and Infrastructure for Web, Mobile, and Web of Things",Cross-city Time Series Forecasting with Retrieval-Augmented Large Language Models,"Yue Jiang, Chenxi Liu, Yile Chen, Qin Chao, Shuai Liu,
Cheng Long and Gao Cong"
rfp0137,"Systems and Infrastructure for Web, Mobile, and Web of Things",FedBridge: Accelerating Edge-Assisted Federated Learning for Model-Heterogeneous Clients,"Kaibin Wang, Qiang He, Zeqian Dong, Ziteng Wei, Caslon
Chua, Feifei Chen, Hai Jin and Yun Yang"
rfp0263,"Systems and Infrastructure for Web, Mobile, and Web of Things",Beyond Single view Decoding: Dual-view Map Inference from Trajectories via Primal-Dual Graphs Co-generation,"Wenyu Wu, Jiafan Liu and Jiali Mao"
rfp0368,"Systems and Infrastructure for Web, Mobile, and Web of Things",Glasses: Enabling Fast Environment-aware Few-Shot Learning via Device-Cloud Collaboration,"Qiang He, Sheng Zhong, Jiazhen Yang, Feifei Chen, Hai Jin
and Yun Yang"
rfp0491,"Systems and Infrastructure for Web, Mobile, and Web of Things",Macro-Micro Collaborative Learning for Logical Data Center Microservice Indicators Forecasting,"Mohan Gao, Zhemeng Yu, Yang Luo, Lintao Ma, Yinbo Sun,
Yuchen Fang and Xiaofeng Gao"
rfp0500,"Systems and Infrastructure for Web, Mobile, and Web of Things",Task-Aware Cloud-End Offloading for Vision-Language Model Serving via Dynamic Modality-Specific Adapter Scheduling,"Zian Wang, Ziyi Wang, Jie Xing, Yaya Wei, Ziyan Zhong and
Lanshan Zhang"
rfp0513,"Systems and Infrastructure for Web, Mobile, and Web of Things",SkyCL: Swift Continuous Learning with Kinship-Awareness for Multi-Drone Video Analytics under Drastic Drift,"Yuanzheng Tan, Qing Li, Jiaqi Cui, Jun Peng, Gareth Tyson,
Zhenhui Yuan, Tingting Yang and Yong Jiang"
rfp0521,"Systems and Infrastructure for Web, Mobile, and Web of Things",ST-LEGO: Large Language Models as Modular Architects for Traffic Prediction,"Shuhao Li, Weidong Yang, Yue Cui, Lipeng Ma, Yixuan Li,
Chaoteng Wu, Lu Qin and Fan Zhang"
rfp0542,"Systems and Infrastructure for Web, Mobile, and Web of Things",Meteor: High-Performance Control Message Delivery for Large-Scale Clouds,"Gongming Zhao, Baoqing Wang, Min Chen, Hongli Xu, Jiawei
Liu, Xuwei Yang, Liguang Xie, Yongqiang Yang and Ying Xiong"
rfp0561,"Systems and Infrastructure for Web, Mobile, and Web of Things",MASI: Memory-Adaptive Inference Framework for Spiking Neural Networks on Edge Devices,"Di Yu, Helin Zheng, Changze Lv, Xin Du, Linshan Jiang,
Xiang Liu, Gang Pan and Shuiguang Deng"
rfp0589,"Systems and Infrastructure for Web, Mobile, and Web of Things",FedRGL: Federated Riemannian Graph Learning in Mixed-Curvature Spaces with Ricci-Gated Convolution,"Haizhou Du, Haolin Wu, Zijie Zhu and Zicheng Shi"
rfp0595,"Systems and Infrastructure for Web, Mobile, and Web of Things",FedSRD: Sparsify-Reconstruct-Decompose for Communication-Efficient Federated Large Language Models Fine-Tuning,"Guochen Yan, Luyuan Xie, Qingni Shen, Yuejian Fang and
Zhonghai Wu"
rfp0613,"Systems and Infrastructure for Web, Mobile, and Web of Things",Personalized Federated Fine-Tuning for LLMs via Data-Driven Heterogeneous Model Architectures,"Yicheng Zhang, Zhen Qin, Zhaomin Wu, Jian Hou and Shuiguang
Deng"
rfp0628,"Systems and Infrastructure for Web, Mobile, and Web of Things",MoE-LC: General-Purpose Lossless Compression for Multi-modal Data via Entropy-Aware Multi-Experts,"Zeyi Lu, Xiaoxiao Ma, Yujun Huang, Minxiao Chen, Bin Chen
and Shu-Tao Xia"
rfp0705,"Systems and Infrastructure for Web, Mobile, and Web of Things",TraceLLM: Evaluating and Exploring Large Language Models on Trace Analysis in Microservice-based Web Applications,"Tong Zhou, Xin Peng, Jie Zhang, Chaofeng Sha, Chenxi Zhang,
Zicheng Yuan and Senyu Xie"
rfp0739,"Systems and Infrastructure for Web, Mobile, and Web of Things",TimeMar: Multi-Scale Autoregressive Modeling for Unconditional Time Series Generation,"Xiangyu Xu, Qingsong Zhong and Jilin Hu"
rfp0893,"Systems and Infrastructure for Web, Mobile, and Web of Things",Broken Promise: Differential Analysis of Functional Discrepancies Between WebAssembly and Native Binaries,"Xiao Wu, Alan Romano, Liyan Huang, Qiwen Yan, Cai Fu and
Weihang Wang"
rfp1024,"Systems and Infrastructure for Web, Mobile, and Web of Things",Self-Speculative Decoding for On-device MoE Acceleration,"Peirong Zheng, Wenchao Xu and Haozhao Wang"
rfp1111,"Systems and Infrastructure for Web, Mobile, and Web of Things",Investigating Web Content Delivery Performance over Starlink,"Rohan Bose, Jinwei Zhao, Tanya Shreedhar, Jianping Pan and
Nitinder Mohan"
rfp1131,"Systems and Infrastructure for Web, Mobile, and Web of Things",Augmenting Cross-View Geo-Localization with Spatial Semantics from Vision Foundation Models,"Ji Shen, Lixing Chen, Yang Bai, Zhongqi Miao, Zhe Qu, Pan
Zhou and Jianhua Li"
rfp1199,"Systems and Infrastructure for Web, Mobile, and Web of Things",HeteroSim: Towards High-Fidelity Heterogeneous LLM Training Simulation on GPUs,"Xiaofei Yue, Fangming Zhao, Fulun Ye, Jiongchi Yu, Zhaoxuan
Li, Tingting Li, Ziming Zhao and Jianwei Yin"
rfp1220,"Systems and Infrastructure for Web, Mobile, and Web of Things",Curiosity Driven Knowledge Retrieval for Mobile Agents,"Sijia Li, Xiaoyu Tan, Shahir Ali, Niels Schmidt, Gengchen
Ma and Xihe Qiu"
rfp1247,"Systems and Infrastructure for Web, Mobile, and Web of Things",EcoTune: Edge-Cloud Collaborative Model Adaptation for Budget-Constrained On-Device SLM Personalization,"Gong Chen, Mingkai Lin, Xiaobin Hong, Wenzhong Li and
Sanglu Lu"
rfp1250,"Systems and Infrastructure for Web, Mobile, and Web of Things",Breath: Adaptive Protection Boundary in FEC Encoding for Mobile Real-Time Video Streaming,"Shiyang Huang, Gerui Lv, Yuankang Zhao, Jiaxing Zhang,
Qingyue Tan, Congkai An, Huanhuan Zhang, Xinyi Zhang,
Qinghua Wu and Zhenyu Li"
rfp1339,"Systems and Infrastructure for Web, Mobile, and Web of Things",Prototype Augmentation-based Edge-end Heterogeneous Collaborative Learning,"Enze Yu, Penghuan Cheng, Haipeng Dai, Haihan Zhang, Sujin
Hou, Meng Li, Zhenzhe Zheng, Qiang He and Guihai Chen"
rfp1410,"Systems and Infrastructure for Web, Mobile, and Web of Things",WinFLoRA: Incentivizing Client-Adaptive Aggregation in Federated LoRA under Privacy Heterogeneity,"Mengsha Kou, Xiaoyu Xia, Ziqi Wang, Ibrahim Khalil, Ruikun
Luo, Jingwen Zhou and Minhui Xue"
rfp1502,"Systems and Infrastructure for Web, Mobile, and Web of Things",Wiseswap: Elastic Datacenter Network-Aware Disaggregated Memory for Multi-Tenant Cloud,"Mingxuan Liu, Jianhua Gu, Tianhai Zhao and Dong Sun"
rfp1539,"Systems and Infrastructure for Web, Mobile, and Web of Things",Octopus: Vehicle-to-Road Collaborative Perception for Autonomous Driving with Closed-Loop Fusion,"Ruikun Luo, Jiadong Zhao, Peize Su, Jieming Yang, Jing
Yang, Yuan Gao, Minhui Xue and Xiaoyu Xia"
rfp1556,"Systems and Infrastructure for Web, Mobile, and Web of Things",Beyond Class Boundaries: Federated Visual Primitive Sharing with Text-Guided Adaptation,"Yongqiang Huang, Yingyu Chen, Tao Wang, Zexin Lu, Zerui
Shao, Beibei Li and Yi Zhang"
rfp1562,"Systems and Infrastructure for Web, Mobile, and Web of Things",ViTs: Teaching Machines to See Time Series Anomalies Like Human Experts,"Zexin Wang, Changhua Pei, Yang Liu, Hengyue Jiang, Quan
Zhou, Haotian Si, Hang Cui, Jianhui Li, Gaogang Xie,
Jingjing Li and Dan Pei"
rfp1610,"Systems and Infrastructure for Web, Mobile, and Web of Things",FedDiG: Frequency-Guided Diffusion Diversity for Generalizable Federated Time Series Classification,"Haoran Shi, Junru Zhang, Cheng Peng, Xiaoli Tang, Longtao
Huang and Han Yu"
rfp1622,"Systems and Infrastructure for Web, Mobile, and Web of Things",FSDI: Frequency-Shaped Diffusion For Time-Series Imputation,"Wangmeng Shen, Hongfan Gao, Qingsong Zhong, Dingli Xu and
Jilin Hu"
rfp1631,"Systems and Infrastructure for Web, Mobile, and Web of Things",Automated Model Selection for Multivariate Time Series Forecasting,"Xiaoxuan Fan, Jiaqi Sun, Xianjun Deng, Qiankun Zhang, Wei
Xiang, Shenghao Liu and Lingzhi Yi"
rfp1659,"Systems and Infrastructure for Web, Mobile, and Web of Things",Energy-Efficient and Dequantization-Free Quantization of LLMs: A Spiking Neural Network Approach to Salient Value Mitigation,"Chenyu Wang, Zhanglu Yan, Zhi Zhou, Xu Chen and Weng-Fai
Wong"
rfp1675,"Systems and Infrastructure for Web, Mobile, and Web of Things",RAFed: Responsive Augmentation and Approximate Update Method for Federated Learning with Non-IID Data,Yicheng Di and Zhanjie Zhang
rfp1700,"Systems and Infrastructure for Web, Mobile, and Web of Things",Enhancing Federated Class-Incremental Learning via Spatial-Temporal Statistics Aggregation,"Zenghao Guan, Guojun Zhu, Yucan Zhou, Wu Liu, Weiping Wang,
Jiebo Luo and Xiaoyan Gu"
rfp1707,"Systems and Infrastructure for Web, Mobile, and Web of Things",HALO: Hierarchical Reinforcement Learning for Large-Scale Adaptive Traffic Signal Control,"Yaqiao Zhu, Hongkai Wen, Geyong Min and Man Luo"
rfp1813,"Systems and Infrastructure for Web, Mobile, and Web of Things",Starlink in the Wild: Multi-Perspective Measurements via DNS,"Ruoxuan Xia, Bingyu Li, Zhenyu Chen, Pengyu Yuan, Yunjia
Wang, Xiaofeng Zheng and Jingqiang Lin"
rfp1861,"Systems and Infrastructure for Web, Mobile, and Web of Things",Can Multimodal LLMs Perform Time Series Anomaly Detection?,"Xiongxiao Xu, Haoran Wang, Yueqing Liang, Philip S. Yu, Yue
Zhao and Kai Shu"
rfp1912,"Systems and Infrastructure for Web, Mobile, and Web of Things",LaTune: Lightweight and Adaptive Configuration Tuning for LLM Inference on Edge Devices,"Siqi Zhong, Mugeng Liu, Haiyang Shen, Chongyang Pan and Yun
Ma"
rfp1937,"Systems and Infrastructure for Web, Mobile, and Web of Things",FedAKD: Federated Adaptive Knowledge Distillation via Global Knowledge Calibration and Decoupling,"Yingchao Wang, Wenqi Niu and Hanpo Hou"
rfp1985,"Systems and Infrastructure for Web, Mobile, and Web of Things",EdgeGen: Efficient LLM-Empowered Model Generation with Quantization-Aware NAS,"Yingqi Peng, Wenhao Zhou, Kaijie Gong, Yang Liu, Yi Gao and
Wei Dong"
rfp2064,"Systems and Infrastructure for Web, Mobile, and Web of Things",AgentSense: LLMs Empower Generalizable and Explainable Web-Based Participatory Urban Sensing,"Xusen Guo, Mingxing Peng, Xixuan Hao, Xingchen Zou,
Qiongyan Wang, Sijie Ruan and Yuxuan Liang"
rfp2104,"Systems and Infrastructure for Web, Mobile, and Web of Things",MF^3: Multimodal Federated Learning with Dual-Path Mamba-Transformer for Metro Flow Prediction,"Bingjie Wang, Chao Zhang, Wentao Li and Deyu Li"
rfp2120,"Systems and Infrastructure for Web, Mobile, and Web of Things",An LLM-Powered Cooperative Framework for Large-Scale Multi-Vehicle Navigation,"Yuping Zhou, Siqi Lai, Jindong Han and Hao Liu"
rfp2308,"Systems and Infrastructure for Web, Mobile, and Web of Things",Alzo: Auto-Tuning with Reinforcement Learning for DAG-based Blockchains,"Qiuyu Ding, Rongkai Zhang, Qinnan Zhang, Zhen Xiao, Jieyi
Long, Mingchao Wan, Sen Liu and Jin Dong"
rfp2391,"Systems and Infrastructure for Web, Mobile, and Web of Things",TRACE: Trajectory Recovery with State Propagation Diffusion for Urban Mobility,"Jinming Wang, Hai Wang, Hongkai Wen, Geyong Min and Man Luo"
rfp2443,"Systems and Infrastructure for Web, Mobile, and Web of Things",Concordia: Enabling Low-Conflict Distributed Transaction Scheduling in Sharding Blockchain via Cooperative Perception,"Yanxiu Liu, Linpeng Jia, Xiaohu Yang, Zhongcheng Li and Yi
Sun"
rfp2577,"Systems and Infrastructure for Web, Mobile, and Web of Things",SecureSplit: Mitigating Backdoor Attacks in Split Learning,"Zhihao Dou, Dongfei Cui, Weida Wang, Anjun Gao, Yueyang
Quan, Mengyao Ma, Viet Vo, Guangdong Bai, Zhuqing Liu and
Minghong Fang"
rfp2587,"Systems and Infrastructure for Web, Mobile, and Web of Things",BeeQoS: A Cloud-Native QoS System for Adaptive and Scalable Multi-Priority Bandwidth Guarantees,"Jinyao Liu, Si Wu, Haoyuan Ma, Chaoqun Li, Hongjing Yu,
Dingyi Jia, Feng Li and Pengfei Hu"
rfp2601,"Systems and Infrastructure for Web, Mobile, and Web of Things",Predictability-Aware Compression and Decompression Framework for Multichannel Time Series Data with Latent Seasonality,"Ziqi Liu, Pei Zeng and Yi Ding"
rfp2880,"Systems and Infrastructure for Web, Mobile, and Web of Things",Fate: Fast Edge Inference of Mixture-of-Experts Models via Cross-Layer Gate,"Zhiyuan Fang, Xingfan Yu, Yuegui Huang, Zicong Hong, Yufeng
Lyu, Wuhui Chen, Yue Yu and Fan Yu"
rfp2901,"Systems and Infrastructure for Web, Mobile, and Web of Things",BIND: Enabling Continuous Transaction Processing During Account Migration in Sharded Blockchains,"Jiahao Qi, Dian Ding, Jie Li, Jiannong Cao, Yi-Chao Chen,
Guangtao Xue and Shengyun Liu"
rfp2924,"Systems and Infrastructure for Web, Mobile, and Web of Things",Camel: Frame-Level Bandwidth Estimation for Low-Latency Live Streaming under Video Bitrate Undershooting,"Liming Liu, Zhidong Jia, Li Jiang, Wei Zhang, Lan Xie, Feng
Qian, Leju Yan, Bing Yan, Qiang Ma, Zhou Sha, Wei Yang,
Yixuan Ban and Xinggong Zhang"
rfp3034,"Systems and Infrastructure for Web, Mobile, and Web of Things",Adaptive Model and Strategy Routing for Cost-Efficient LLM Services,"Zhihong Pan, Kai Zhang, Yuze Zhao and Yupeng Han"
rfp3091,"Systems and Infrastructure for Web, Mobile, and Web of Things",DualDis: A Dual Disentanglement Network for Vehicle Re-identification,"Wenying He, Feiyu Wang, Guangquan Xu, Yude Bai and Fei Guo"
rfp3384,"Systems and Infrastructure for Web, Mobile, and Web of Things",CoLOR-DP: Conjugate Low-Rank Differential Privacy for Structure-Aware LoRA Fine-Tuning,"Kai Zhang, Yuxuan Xu, Wenxiang Lin, Chaoqun Hong, Pei-Wei
Tsai, Xin Yuan and Minhui Xue"
rfp3405,"Systems and Infrastructure for Web, Mobile, and Web of Things",CA-PFL: Client-adaptive Parameter-efficient Fine-tuning for Personalized Federated Learning,"Daixin Song, Hui Cai, Haojie Zhang, Biyun Sheng, Jian Zhou,
Mang Ye and Fu Xiao"
rfp3467,"Systems and Infrastructure for Web, Mobile, and Web of Things",MetaKube: An Experience-Aware LLM Framework for Kubernetes Failure Diagnosis,"Wei Sun, Ting Wang, Xinran Tian, Wanshun Lan, Xuhan Feng,
Haoyue Li and Fangxin Wang"
rfp3520,"Systems and Infrastructure for Web, Mobile, and Web of Things",Amortized Predictability-aware Training Framework for Time Series Forecasting and Classification,"Xu Zhang, Peng Wang, Yichen Li and Wei Wang"
rfp3531,"Systems and Infrastructure for Web, Mobile, and Web of Things",SEMixer: Semantics Enhanced MLP-Mixer for Multiscale Mixing and Long-term Time Series Forecasting,"Xu Zhang, Qitong Wang, Peng Wang and Wei Wang"
rfp3556,"Systems and Infrastructure for Web, Mobile, and Web of Things",FovRL: Joint Foveation and Quality Control for Immersive VR Streaming Using Reinforcement Learning,"Yuk Hang Tsui, Ze Wu, Ahmad Alhilal, Matti Siekkinen and
Pan Hui"
rfp3575,"Systems and Infrastructure for Web, Mobile, and Web of Things",SuperEar: Eavesdropping on Mobile Voice Calls via Stealthy Acoustic Metamaterials,"Zhiyuan Ning, Zhanyong Tang, Juan He, Weizhi Meng, Yuntian
Chen, Jie Zhang and Zheng Wang"
rfp3866,"Systems and Infrastructure for Web, Mobile, and Web of Things",A Structure-Agnostic Co-Tuning Framework for LLMs and SLMs in Cloud-Edge Systems,"Yuze Liu, Yunhan Wang, Tiehua Zhang, Zhishu Shen, Cheng
Peng, Libing Wu, Feng Xia and Jiong Jin"
